"","Study#","Virus strain","number of samples","Virus dose/note","NHP ID","Time point post challenge","sr_group","sr_group_time","sr_group_dose","sr_info","ag_name","Titer","Titer_thresh1","Titer_thresh20"
"2686","21-21","delta","n=10","?","V521","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V521_D10_?_21-21","BA.2.86","13.33243826","13.33243826","<20"
"2687","21-21","delta","n=10","?","V521","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V521_D10_?_21-21","EG.5.1","1","<1","<20"
"2688","21-21","delta","n=10","?","V521","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V521_D10_?_21-21","JN.1","1","<1","<20"
"2689","21-21","delta","n=10","?","V521","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V521_D10_?_21-21","KP.2","16.188217154283201","16.188217154283201","<20"
"2690","21-21","delta","n=10","?","V521","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V521_D10_?_21-21","KP.3","18.029898607677602","18.029898607677602","<20"
"2691","21-21","delta","n=10","?","V521","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V521_D10_?_21-21","KZ.1.1.1","1","<1","<20"
"2692","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","Wuhan","80.624484032491907","80.624484032491907","80.624484032491907"
"2693","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","Alpha","132.08901449960601","132.08901449960601","132.08901449960601"
"2694","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","Beta","107.25377321634799","107.25377321634799","107.25377321634799"
"2695","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","Delta","701.77529023393299","701.77529023393299","701.77529023393299"
"2696","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","BA.1","80.409442104860403","80.409442104860403","80.409442104860403"
"2697","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","BA.2","76.1418093533281","76.1418093533281","76.1418093533281"
"2698","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","BA.2.12.1","16.4970545746325","16.4970545746325","<20"
"2699","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","BA.5","36.2675885333271","36.2675885333271","36.2675885333271"
"2700","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","BQ.1.1","18.645296591249998","18.645296591249998","<20"
"2701","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","CH.1.1","1","<1","<20"
"2702","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","XBB.1","9.3326117752998208","9.3326117752998208","<20"
"2703","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","XBB.1.5","36.3046402758374","36.3046402758374","36.3046402758374"
"2704","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","XBC.1.6","1","<1","<20"
"2705","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","FL.1.5.1","1","<1","<20"
"2706","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","DV.7.1","5.2607268609828504","5.2607268609828504","<20"
"2707","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","HV.1","1","<1","<20"
"2708","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","HK.3","1","<1","<20"
"2709","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","BA.2.86","17.8537423","17.8537423","<20"
"2710","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","EG.5.1","1","<1","<20"
"2711","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","JN.1","1","<1","<20"
"2712","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","KP.2","18.142054215227201","18.142054215227201","<20"
"2713","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","KP.3","16.762355413360901","16.762355413360901","<20"
"2714","21-21","delta","n=10","?","V490","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V490_D10_?_21-21","KZ.1.1.1","1","<1","<20"
"2715","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","Wuhan","52.847673228442403","52.847673228442403","52.847673228442403"
"2716","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","Alpha","83.409679018634293","83.409679018634293","83.409679018634293"
"2717","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","Beta","70.453432181411401","70.453432181411401","70.453432181411401"
"2718","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","Delta","226.81789961607001","226.81789961607001","226.81789961607001"
"2719","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","BA.1","27.824265009636701","27.824265009636701","27.824265009636701"
"2720","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","BA.2","30.7752464084795","30.7752464084795","30.7752464084795"
"2721","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","BA.2.12.1","13.697130650312999","13.697130650312999","<20"
"2722","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","BA.5","17.1910158049579","17.1910158049579","<20"
"2723","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","BQ.1.1","1","<1","<20"
"2724","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","CH.1.1","1","<1","<20"
"2725","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","XBB.1","10.7114046202871","10.7114046202871","<20"
"2726","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","XBB.1.5","20.836562756845801","20.836562756845801","20.836562756845801"
"2727","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","XBC.1.6","1","<1","<20"
"2728","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","FL.1.5.1","1","<1","<20"
"2729","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","DV.7.1","14.195723368044399","14.195723368044399","<20"
"2730","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","HV.1","1","<1","<20"
"2731","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","HK.3","1","<1","<20"
"2732","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","BA.2.86","1","<1","<20"
"2733","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","EG.5.1","1","<1","<20"
"2734","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","JN.1","2.7592416100000001","2.7592416100000001","<20"
"2735","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","KP.2","1","<1","<20"
"2736","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","KP.3","1","<1","<20"
"2737","21-21","delta","n=10","?","V482","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V482_D10_?_21-21","KZ.1.1.1","1","<1","<20"
"2738","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","Wuhan","53.910548407927301","53.910548407927301","53.910548407927301"
"2739","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","Alpha","116.45184676080299","116.45184676080299","116.45184676080299"
"2740","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","Beta","60.533698141465202","60.533698141465202","60.533698141465202"
"2741","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","Delta","128.106076297654","128.106076297654","128.106076297654"
"2742","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","BA.1","17.039431741404702","17.039431741404702","<20"
"2743","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","BA.2","16.264649929886701","16.264649929886701","<20"
"2744","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","BA.2.12.1","1","<1","<20"
"2745","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","BA.5","22.346774107893399","22.346774107893399","22.346774107893399"
"2746","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","BQ.1.1","11.7096951999126","11.7096951999126","<20"
"2747","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","CH.1.1","18.1999052671455","18.1999052671455","<20"
"2748","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","XBB.1","16.485061264815201","16.485061264815201","<20"
"2749","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","XBB.1.5","23.922180811598","23.922180811598","23.922180811598"
"2750","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","XBC.1.6","1","<1","<20"
"2751","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","FL.1.5.1","15.891016133089","15.891016133089","<20"
"2752","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","DV.7.1","4.83269925999707","4.83269925999707","<20"
"2753","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","HV.1","1","<1","<20"
"2754","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","HK.3","1","<1","<20"
"2755","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","BA.2.86","2.5741138179999998","2.5741138179999998","<20"
"2756","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","EG.5.1","1","<1","<20"
"2757","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","JN.1","1","<1","<20"
"2758","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","KP.2","9.3157793626368992","9.3157793626368992","<20"
"2759","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","KP.3","17.138004449773199","17.138004449773199","<20"
"2760","21-21","delta","n=10","?","V494","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V494_D10_?_21-21","KZ.1.1.1","17.5742163225887","17.5742163225887","<20"
"2761","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","Wuhan","63.490614586392503","63.490614586392503","63.490614586392503"
"2762","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","Alpha","83.126815374013802","83.126815374013802","83.126815374013802"
"2763","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","Beta","38.074527071321803","38.074527071321803","38.074527071321803"
"2764","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","Delta","102.954537116132","102.954537116132","102.954537116132"
"2765","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","BA.1","47.564143664691997","47.564143664691997","47.564143664691997"
"2766","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","BA.2","39.250598687085102","39.250598687085102","39.250598687085102"
"2767","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","BA.2.12.1","16.488147859763199","16.488147859763199","<20"
"2768","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","BA.5","22.3972160660988","22.3972160660988","22.3972160660988"
"2769","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","BQ.1.1","17.416240378413299","17.416240378413299","<20"
"2770","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","CH.1.1","4.3437453590229298","4.3437453590229298","<20"
"2771","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","XBB.1","1","<1","<20"
"2772","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","XBB.1.5","21.203132234973999","21.203132234973999","21.203132234973999"
"2773","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","XBC.1.6","1","<1","<20"
"2774","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","FL.1.5.1","1","<1","<20"
"2775","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","DV.7.1","5.8215738811844497","5.8215738811844497","<20"
"2776","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","HV.1","1","<1","<20"
"2777","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","HK.3","1","<1","<20"
"2778","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","BA.2.86","1","<1","<20"
"2779","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","EG.5.1","1","<1","<20"
"2780","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","JN.1","1","<1","<20"
"2781","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","KP.2","13.4540526607238","13.4540526607238","<20"
"2782","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","KP.3","16.410802614069301","16.410802614069301","<20"
"2783","21-21","delta","n=10","?","V499","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V499_D10_?_21-21","KZ.1.1.1","1","<1","<20"
"2784","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","Wuhan","50.357142633432403","50.357142633432403","50.357142633432403"
"2785","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","Alpha","91.390761817175004","91.390761817175004","91.390761817175004"
"2786","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","Beta","37.415545121376802","37.415545121376802","37.415545121376802"
"2787","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","Delta","136.114799865913","136.114799865913","136.114799865913"
"2788","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","BA.1","18.176506269251899","18.176506269251899","<20"
"2789","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","BA.2","13.6582043531435","13.6582043531435","<20"
"2790","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","BA.2.12.1","1","<1","<20"
"2791","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","BA.5","21.9567630307589","21.9567630307589","21.9567630307589"
"2792","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","BQ.1.1","8.1022208131553501","8.1022208131553501","<20"
"2793","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","CH.1.1","17.9325712460526","17.9325712460526","<20"
"2794","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","XBB.1","16.978696338612401","16.978696338612401","<20"
"2795","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","XBB.1.5","21.572550606887098","21.572550606887098","21.572550606887098"
"2796","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","XBC.1.6","1","<1","<20"
"2797","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","FL.1.5.1","17.979971311482501","17.979971311482501","<20"
"2798","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","DV.7.1","16.025033581817102","16.025033581817102","<20"
"2799","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","HV.1","1","<1","<20"
"2800","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","HK.3","1","<1","<20"
"2801","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","BA.2.86","7.2484015560000001","7.2484015560000001","<20"
"2802","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","EG.5.1","16.192420877763201","16.192420877763201","<20"
"2803","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","JN.1","1","<1","<20"
"2804","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","KP.2","4.11129676437975","4.11129676437975","<20"
"2805","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","KP.3","18.734614036122501","18.734614036122501","<20"
"2806","21-21","delta","n=10","?","V508","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V508_D10_?_21-21","KZ.1.1.1","14.843024122724101","14.843024122724101","<20"
"2807","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","Wuhan","113.664411619273","113.664411619273","113.664411619273"
"2808","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","Alpha","88.417844913419799","88.417844913419799","88.417844913419799"
"2809","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","Beta","35.319383198263601","35.319383198263601","35.319383198263601"
"2810","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","Delta","177.73507112286001","177.73507112286001","177.73507112286001"
"2811","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","BA.1","21.1272954864389","21.1272954864389","21.1272954864389"
"2812","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","BA.2","19.366775386594099","19.366775386594099","<20"
"2813","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","BA.2.12.1","1","<1","<20"
"2814","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","BA.5","18.111532824346401","18.111532824346401","<20"
"2815","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","BQ.1.1","17.973353848165701","17.973353848165701","<20"
"2816","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","CH.1.1","8.9484630534884193","8.9484630534884193","<20"
"2817","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","XBB.1","8.9657435088386599","8.9657435088386599","<20"
"2818","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","XBB.1.5","15.584442734395999","15.584442734395999","<20"
"2819","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","XBC.1.6","1","<1","<20"
"2820","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","FL.1.5.1","6.79801576052364","6.79801576052364","<20"
"2821","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","DV.7.1","7.7002266841130602","7.7002266841130602","<20"
"2822","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","HV.1","1","<1","<20"
"2823","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","HK.3","1","<1","<20"
"2824","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","BA.2.86","14.68298324","14.68298324","<20"
"2825","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","EG.5.1","7.03093195856506","7.03093195856506","<20"
"2826","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","JN.1","1","<1","<20"
"2827","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","KP.2","1","<1","<20"
"2828","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","KP.3","1","<1","<20"
"2829","21-21","delta","n=10","?","V523","D10","delta conv.","delta conv.:D10","delta conv.:?","delta conv._V523_D10_?_21-21","KZ.1.1.1","1","<1","<20"
"2830","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","Wuhan","19.155640944953799","19.155640944953799","<20"
"2831","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","Alpha","30.9108032116314","30.9108032116314","30.9108032116314"
"2832","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","Beta","26.5964082592327","26.5964082592327","26.5964082592327"
"2833","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","Delta","21.729021063546799","21.729021063546799","21.729021063546799"
"2834","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","BA.1","13.689135045664401","13.689135045664401","<20"
"2835","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","BA.2","24.4881674321927","24.4881674321927","24.4881674321927"
"2836","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","BA.2.12.1","1","<1","<20"
"2837","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","BA.5","81.657102783661699","81.657102783661699","81.657102783661699"
"2838","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","BQ.1.1","1","<1","<20"
"2839","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","CH.1.1","1","<1","<20"
"2840","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","XBB.1","3.2024137872640202","3.2024137872640202","<20"
"2841","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","XBB.1.5","3.7995550596758201","3.7995550596758201","<20"
"2842","21-20","BA.5","n=6","?","V560","D10","BA.5 conv.","BA.5 conv.:D10","BA.5 conv.:?","BA.5 conv._V560_D10_?_21-20","XBC.1.6","1","<1","<20"
