"","Study#","Virus strain","number of samples","Virus dose/note","NHP ID","Time point post challenge","sr_group","sr_group_time","sr_group_dose","sr_info","ag_name","Titer","Titer_thresh1","Titer_thresh20"
"534","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","BA.1","15.868852099954999","15.868852099954999","<20"
"535","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","BA.2","1","<1","<20"
"536","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","BA.2.12.1","3.3720163362812201","3.3720163362812201","<20"
"537","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","BA.5","1","<1","<20"
"538","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","BQ.1.1","1","<1","<20"
"539","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","CH.1.1","1","<1","<20"
"540","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","XBB.1","1","<1","<20"
"541","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","XBB.1.5","1","<1","<20"
"542","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","XBC.1.6","1","<1","<20"
"543","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","FL.1.5.1","1","<1","<20"
"544","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","DV.7.1","1","<1","<20"
"545","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","HV.1","1","<1","<20"
"546","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","HK.3","1","<1","<20"
"547","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","BA.2.86","1","<1","<20"
"548","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","EG.5.1","1","<1","<20"
"549","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","JN.1","1","<1","<20"
"550","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","KP.2","18.656295420983099","18.656295420983099","<20"
"551","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","KP.3","1","<1","<20"
"552","21-08","alpha","n=6","1:2","CL31","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._CL31_D21_1:2_21-08","KZ.1.1.1","1","<1","<20"
"553","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","Wuhan","207.87295165753201","207.87295165753201","207.87295165753201"
"554","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","Alpha","624.90761958009898","624.90761958009898","624.90761958009898"
"555","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","Beta","108.91126016411501","108.91126016411501","108.91126016411501"
"556","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","Delta","136.408320387347","136.408320387347","136.408320387347"
"557","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","BA.1","15.7890227767908","15.7890227767908","<20"
"558","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","BA.2","22.046389180298998","22.046389180298998","22.046389180298998"
"559","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","BA.2.12.1","17.313536868681702","17.313536868681702","<20"
"560","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","BA.5","13.9897928304282","13.9897928304282","<20"
"561","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","BQ.1.1","48.578393374594697","48.578393374594697","48.578393374594697"
"562","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","CH.1.1","27.4173752687127","27.4173752687127","27.4173752687127"
"563","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","XBB.1","73.058971422544502","73.058971422544502","73.058971422544502"
"564","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","XBB.1.5","28.124353156864299","28.124353156864299","28.124353156864299"
"565","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","XBC.1.6","25.445235866447899","25.445235866447899","25.445235866447899"
"566","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","FL.1.5.1","22.927452280140301","22.927452280140301","22.927452280140301"
"567","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","DV.7.1","22.301296190838201","22.301296190838201","22.301296190838201"
"568","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","HV.1","18.866578241238901","18.866578241238901","<20"
"569","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","HK.3","21.727200865872401","21.727200865872401","21.727200865872401"
"570","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","BA.2.86","12.46178433","12.46178433","<20"
"571","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","EG.5.1","20.957431331351199","20.957431331351199","20.957431331351199"
"572","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","JN.1","9.8911626849999994","9.8911626849999994","<20"
"573","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","KP.2","18.803994713503599","18.803994713503599","<20"
"574","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","KP.3","19.286507000245901","19.286507000245901","<20"
"575","21-08","alpha","n=6","1:2","7132","D21","alpha conv.","alpha conv.:D21","alpha conv.:1:2","alpha conv._7132_D21_1:2_21-08","KZ.1.1.1","1","<1","<20"
"576","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","Wuhan","81.332290858153598","81.332290858153598","81.332290858153598"
"577","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","Alpha","255.87838501919501","255.87838501919501","255.87838501919501"
"578","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","Beta","118.520643547761","118.520643547761","118.520643547761"
"579","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","Delta","65.846433383655494","65.846433383655494","65.846433383655494"
"580","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","BA.1","12.6412868711567","12.6412868711567","<20"
"581","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","BA.2","20.0542724404098","20.0542724404098","20.0542724404098"
"582","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","BA.2.12.1","19.828482177536301","19.828482177536301","<20"
"583","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","BA.5","20.176804243970299","20.176804243970299","20.176804243970299"
"584","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","BQ.1.1","33.7023584293607","33.7023584293607","33.7023584293607"
"585","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","CH.1.1","38.212308814112703","38.212308814112703","38.212308814112703"
"586","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","XBB.1","49.500306362439403","49.500306362439403","49.500306362439403"
"587","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","XBB.1.5","32.063039161284401","32.063039161284401","32.063039161284401"
"588","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","XBC.1.6","33.718908421324699","33.718908421324699","33.718908421324699"
"589","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","FL.1.5.1","28.936931784257101","28.936931784257101","28.936931784257101"
"590","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","DV.7.1","27.197562437674101","27.197562437674101","27.197562437674101"
"591","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","HV.1","17.771583771122199","17.771583771122199","<20"
"592","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","HK.3","20.7942204926172","20.7942204926172","20.7942204926172"
"593","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","BA.2.86","1","<1","<20"
"594","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","EG.5.1","40.533324349720402","40.533324349720402","40.533324349720402"
"595","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","JN.1","1","<1","<20"
"596","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","KP.2","4.8803631799316802","4.8803631799316802","<20"
"597","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","KP.3","7.9214611414833396","7.9214611414833396","<20"
"598","21-08","alpha","n=6","4.8611111111111112E-2","CL35","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL35_D21_4.8611111111111112E-2_21-08","KZ.1.1.1","17.654954735880299","17.654954735880299","<20"
"599","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","Wuhan","67.363575967920198","67.363575967920198","67.363575967920198"
"600","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","Alpha","347.71580780736201","347.71580780736201","347.71580780736201"
"601","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","Beta","70.159853821851001","70.159853821851001","70.159853821851001"
"602","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","Delta","57.491724110883702","57.491724110883702","57.491724110883702"
"603","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","BA.1","15.2217403416049","15.2217403416049","<20"
"604","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","BA.2","17.668594418546","17.668594418546","<20"
"605","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","BA.2.12.1","19.300702425983701","19.300702425983701","<20"
"606","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","BA.5","19.833359424175999","19.833359424175999","<20"
"607","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","BQ.1.1","28.022628699868999","28.022628699868999","28.022628699868999"
"608","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","CH.1.1","27.233065311906","27.233065311906","27.233065311906"
"609","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","XBB.1","24.058640519060699","24.058640519060699","24.058640519060699"
"610","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","XBB.1.5","24.213424683327201","24.213424683327201","24.213424683327201"
"611","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","XBC.1.6","21.8082625909257","21.8082625909257","21.8082625909257"
"612","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","FL.1.5.1","22.758944747421801","22.758944747421801","22.758944747421801"
"613","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","DV.7.1","14.458848837486","14.458848837486","<20"
"614","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","HV.1","11.3618397369608","11.3618397369608","<20"
"615","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","HK.3","13.7802752825014","13.7802752825014","<20"
"616","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","BA.2.86","1","<1","<20"
"617","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","EG.5.1","26.784550462711699","26.784550462711699","26.784550462711699"
"618","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","JN.1","1","<1","<20"
"619","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","KP.2","17.454613462799902","17.454613462799902","<20"
"620","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","KP.3","19.468266497982299","19.468266497982299","<20"
"621","21-08","alpha","n=6","4.8611111111111112E-2","CL59","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._CL59_D21_4.8611111111111112E-2_21-08","KZ.1.1.1","17.1791286169213","17.1791286169213","<20"
"622","21-08","alpha","n=6","4.8611111111111112E-2","7133","D21","alpha conv.","alpha conv.:D21","alpha conv.:4.8611111111111112E-2","alpha conv._7133_D21_4.8611111111111112E-2_21-08","Wuhan","206.21348735465901","206.21348735465901","206.21348735465901"
